325	0.04928	0.00849	0.01508	0.03138	0.61663	0.07461	0.26634
324	0.05118	0.00912	0.01545	0.03428	0.62558	0.078	0.27161
323	0.05302	0.00984	0.01576	0.03743	0.63536	0.08185	0.27699
322	0.05488	0.01069	0.0162	0.04133	0.64565	0.08622	0.28288
321	0.05675	0.0117	0.01669	0.04572	0.65695	0.09114	0.2896
320	0.05864	0.0128	0.01713	0.05069	0.66899	0.09702	0.29666
319	0.06044	0.01413	0.01767	0.05645	0.6832	0.10309	0.30465
318	0.06232	0.01557	0.01822	0.0628	0.69712	0.11042	0.31305
317	0.06422	0.01717	0.01887	0.07006	0.71156	0.11852	0.32258
316	0.06607	0.01894	0.01954	0.07793	0.72845	0.12725	0.3324
315	0.06798	0.02104	0.02029	0.08689	0.74465	0.13735	0.34362
314	0.0699	0.02325	0.0211	0.09637	0.76553	0.14806	0.3553
313	0.07198	0.02577	0.02203	0.10691	0.78668	0.16	0.36855
312	0.07407	0.02839	0.02303	0.11789	0.80909	0.17275	0.38229
311	0.07629	0.03145	0.02416	0.13016	0.8348	0.18701	0.39739
310	0.07852	0.03457	0.02531	0.14277	0.86125	0.20171	0.41321
309	0.08095	0.03806	0.02664	0.15628	0.89155	0.21761	0.43026
308	0.08347	0.04167	0.02808	0.17019	0.92124	0.2346	0.44836
307	0.08615	0.04546	0.02965	0.18463	0.95279	0.25246	0.46742
306	0.08896	0.04957	0.0314	0.19968	0.99144	0.27125	0.4874
305	0.09196	0.05383	0.03328	0.21479	1.02529	0.29072	0.5084
304	0.09517	0.0584	0.0354	0.23077	1.06675	0.31153	0.5309
303	0.0985	0.0631	0.03761	0.24636	1.1099	0.33247	0.55341
302	0.10216	0.06811	0.04007	0.26234	1.15125	0.35467	0.57753
301	0.1059	0.07327	0.0428	0.27787	1.20592	0.37727	0.602
300	0.10999	0.0786	0.04564	0.2937	1.24729	0.40038	0.62721
299	0.11423	0.08399	0.04873	0.30893	1.29916	0.42403	0.653
298	0.1187	0.08957	0.05203	0.32372	1.34709	0.44734	0.6781
297	0.12348	0.09542	0.05562	0.33866	1.40403	0.47161	0.70499
296	0.12838	0.10124	0.05938	0.35257	1.45431	0.49584	0.73133
295	0.13378	0.10742	0.06354	0.36696	1.51873	0.52103	0.75904
294	0.13922	0.11357	0.06783	0.38068	1.58542	0.54591	0.78563
293	0.14529	0.12008	0.07243	0.39435	1.61964	0.57151	0.81396
292	0.15125	0.12642	0.07725	0.40733	1.82982	0.59668	0.84157
291	0.15765	0.13305	0.08226	0.42035	2.157	0.62303	0.86988
290	0.16408	0.13939	0.08741	0.43251	2.54349	0.64802	0.89655
289	0.17031	0.14562	0.09256	0.44373	3	0.67271	0.92396
288	0.17663	0.15163	0.09766	0.45417	3	0.69572	0.94996
287	0.18209	0.15714	0.10264	0.46356	3	0.71749	0.97326
286	0.1874	0.16227	0.10738	0.47146	3	0.73721	0.99611
285	0.19229	0.1668	0.11194	0.47783	3	0.75522	1.01773
284	0.19602	0.17102	0.11624	0.48272	3	0.77012	1.03858
283	0.20003	0.17435	0.12019	0.48551	3	0.78235	1.05529
282	0.20284	0.17707	0.1238	0.48668	3	0.79298	1.06989
281	0.20494	0.1791	0.12694	0.48646	3	0.80117	1.08313
280	0.20604	0.18036	0.12969	0.48433	3	0.80659	1.09174
279	0.20684	0.18102	0.13182	0.48164	3	0.80945	1.09757
278	0.20617	0.18089	0.13344	0.47679	3	0.80987	1.10082
277	0.20563	0.1802	0.13463	0.47102	3	0.80729	1.10219
276	0.20422	0.17888	0.1352	0.46404	3	0.80226	1.09976
275	0.20245	0.17702	0.13533	0.45582	3	0.7942	1.09598
274	0.19952	0.17463	0.13496	0.44692	3	0.78506	1.08699
273	0.19618	0.17164	0.13415	0.43617	3	0.77314	1.07834
272	0.19278	0.16839	0.13313	0.42564	3	0.75933	1.06626
271	0.18884	0.16467	0.13174	0.41461	3	0.74458	1.05298
270	0.18457	0.16083	0.1304	0.4044	3	0.72903	1.04035
269	0.18024	0.15696	0.12926	0.39585	3	0.71342	1.02862
268	0.17555	0.15309	0.12837	0.38884	2.62134	0.6982	1.01858
267	0.17092	0.14873	0.1265	0.3785	3.38647	0.67936	1.00021
266	0.16581	0.14383	0.12338	0.36357	2.11158	0.65801	0.97932
265	0.16089	0.13948	0.12087	0.35189	2.08492	0.6386	0.96218
264	0.15593	0.13513	0.1188	0.34237	1.98851	0.61903	0.94643
263	0.15101	0.13067	0.11629	0.33156	1.76373	0.59917	0.92681
262	0.14591	0.12611	0.11344	0.3201	1.75055	0.57819	0.90897
261	0.14128	0.12201	0.11116	0.31142	1.69408	0.55918	0.89373
260	0.13663	0.11787	0.10873	0.30211	1.67985	0.53947	0.87725
259	0.13259	0.11397	0.10614	0.29263	1.59604	0.52007	0.86135
258	0.12865	0.11028	0.10376	0.28444	1.58365	0.50178	0.8468
257	0.12485	0.10661	0.1011	0.27511	1.55404	0.48265	0.82944
256	0.1212	0.10301	0.09801	0.26456	1.52795	0.46351	0.81202
255	0.11801	0.09983	0.09531	0.25613	1.5155	0.44581	0.79796
254	0.11546	0.09709	0.09311	0.24988	1.48086	0.43014	0.78656
253	0.11353	0.09458	0.09123	0.24469	1.47001	0.41513	0.7765
252	0.11222	0.09247	0.0895	0.2403	1.46673	0.40174	0.76792
251	0.11144	0.09056	0.08756	0.23549	1.46052	0.38829	0.75836
250	0.11126	0.08894	0.08576	0.23119	1.44604	0.37655	0.75062
249	0.11194	0.08783	0.08435	0.22897	1.45269	0.36709	0.74579
248	0.11361	0.08722	0.08352	0.22923	1.46095	0.35979	0.74469
247	0.1161	0.08708	0.08307	0.23121	1.46711	0.35453	0.74594
246	0.11953	0.08728	0.08265	0.2338	1.48883	0.35089	0.74839
245	0.12401	0.08803	0.08249	0.23766	1.51165	0.34939	0.75386
