l.nm,25-espolon,27-espolon,5-sm,22-arette,2-pueblo-viejo,3-san-matias,9-tres alegres,26-espolon,15-don-eduardo,24-espolon,7-sm,17-herradura1,11-quiote,10-centenario-plata,b37,26,28,16,17,mh1,mh2,mh3,blanco55,blanco54,28a,b38,n4,n5,n5a,n9,p6a,n7,n12,n8,n11a,n13,n10,n6,p13,p12,p5,p7,p8a,p9,p6,p8,p4
441,0.0031,0.0074,0.0059,-0.002,0.0113,0.0216,0.0246,0.1404,-0.08,0.0023,0.0058,0.0021,0.0113,0.0031,-1.00E-03,0.0045,-1.00E-03,7.00E-04,-0.002,0.0166,0.0122,-0.004,0.0214,-0.005,-0.005,0,-0.003,0.0032,0,0,0,9.00E-04,0.0054,0.0024,0.0026,4.00E-04,-0.002,-0.002,-0.002,-0.002,0.0035,0.0013,0,-0.003,-1.00E-03,-1.00E-03,0.0021
441.5,0.0031,0.0072,0.0059,-0.002,0.0112,0.0217,0.0246,0.1398,-0.079,0.0023,0.0058,0.0022,0.0112,0.0029,-1.00E-03,0.0044,-1.00E-03,6.00E-04,-0.002,0.0165,0.0119,-0.004,0.0213,-0.005,-0.005,-1.00E-03,-0.004,0.0031,0,-1.00E-03,0,1.00E-03,0.0053,0.0024,0.0025,4.00E-04,-0.002,-0.002,-0.002,-0.002,0.0034,0.0014,0,-0.003,-1.00E-03,-1.00E-03,0.002
442,0.003,0.0073,0.0059,-0.002,0.0112,0.0215,0.0246,0.1391,-0.079,0.0024,0.0058,0.0023,0.0112,0.003,-1.00E-03,0.0044,-1.00E-03,6.00E-04,-0.002,0.0163,0.0119,-0.004,0.021,-0.005,-0.005,0,-0.003,0.0032,0,0,0,1.00E-03,0.0052,0.0024,0.0025,4.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0014,0,-0.003,-1.00E-03,-1.00E-03,0.0022
442.5,0.003,0.0071,0.0057,-0.002,0.011,0.0212,0.0244,0.1382,-0.083,0.0021,0.0058,0.0021,0.011,0.0028,-1.00E-03,0.0042,-1.00E-03,5.00E-04,-0.002,0.016,0.0116,-0.004,0.0207,-0.005,-0.005,0,-0.003,0.0029,0,-1.00E-03,0,9.00E-04,0.0051,0.0022,0.0024,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.002
443,0.0029,0.0071,0.0058,-0.002,0.011,0.0211,0.0242,0.1376,-0.086,0.0022,0.0056,0.0021,0.011,0.0029,-1.00E-03,0.0042,-1.00E-03,6.00E-04,-0.002,0.0158,0.0115,-0.004,0.0206,-0.005,-0.005,0,-0.003,0.003,0,-1.00E-03,0,9.00E-04,0.005,0.0023,0.0025,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0013,0,-0.003,-1.00E-03,-1.00E-03,0.002
443.5,0.0029,0.0071,0.0057,-0.002,0.011,0.0209,0.0242,0.1369,-0.088,0.0023,0.0056,0.0022,0.011,0.0029,-1.00E-03,0.0042,-1.00E-03,6.00E-04,-0.002,0.0157,0.0113,-0.004,0.0203,-0.005,-0.005,0,-0.003,0.003,0,-1.00E-03,0,9.00E-04,0.0049,0.0022,0.0024,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0032,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.002
444,0.003,0.0071,0.0057,-0.002,0.0111,0.021,0.0242,0.1363,-0.087,0.0022,0.0055,0.0022,0.0111,0.0029,-1.00E-03,0.0042,-1.00E-03,6.00E-04,-0.002,0.0155,0.0111,-0.004,0.0202,-0.005,-0.005,0,-0.003,0.0029,0,-1.00E-03,0,9.00E-04,0.005,0.0022,0.0024,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0014,0,-0.003,-1.00E-03,-1.00E-03,0.0021
444.5,0.0028,0.007,0.0056,-0.002,0.0109,0.0207,0.024,0.1355,-0.083,0.0021,0.0055,0.0023,0.0109,0.0029,-1.00E-03,0.004,-1.00E-03,6.00E-04,-0.002,0.0153,0.0109,-0.004,0.0198,-0.005,-0.005,0,-0.003,0.0028,0,-1.00E-03,0,9.00E-04,0.005,0.0023,0.0024,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.0019
445,0.0028,0.0069,0.0056,-0.002,0.011,0.0206,0.0239,0.1348,-0.08,0.0021,0.0055,0.0023,0.011,0.0029,-1.00E-03,0.0041,-1.00E-03,6.00E-04,-0.002,0.015,0.0108,-0.004,0.0197,-0.005,-0.005,0,-0.003,0.0028,0,-1.00E-03,0,8.00E-04,0.0048,0.0021,0.0024,4.00E-04,-0.002,-0.002,-0.002,-0.002,0.0032,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.002
445.5,0.0029,0.007,0.0056,-0.002,0.0109,0.0206,0.0238,0.1341,-0.077,0.0021,0.0055,0.0022,0.0109,0.0028,0,0.004,-1.00E-03,6.00E-04,-0.002,0.015,0.0106,-0.004,0.0196,-0.005,-0.005,0,-0.003,0.003,0,-1.00E-03,0,1.00E-03,0.0049,0.0023,0.0024,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0014,0,-0.003,-1.00E-03,-1.00E-03,0.002
446,0.0027,0.0067,0.0054,-0.002,0.0107,0.0203,0.0237,0.1333,-0.074,0.002,0.0053,0.0022,0.0107,0.0028,-1.00E-03,0.004,-1.00E-03,4.00E-04,-0.002,0.0147,0.0105,-0.004,0.0193,-0.005,-0.005,0,-0.003,0.0028,0,-1.00E-03,0,7.00E-04,0.0048,0.002,0.0023,2.00E-04,-0.002,-0.002,-0.002,-0.002,0.0031,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.002
446.5,0.0027,0.0068,0.0054,-0.002,0.0109,0.0202,0.0237,0.1327,-0.073,0.002,0.0055,0.0022,0.0109,0.0028,-1.00E-03,0.0039,-1.00E-03,4.00E-04,-0.002,0.0146,0.0104,-0.004,0.0191,-0.005,-0.005,0,-0.003,0.0029,0,-1.00E-03,0,8.00E-04,0.0048,0.0021,0.0023,2.00E-04,-0.002,-0.002,-0.002,-0.002,0.0031,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.0019
447,0.0028,0.0068,0.0053,-0.002,0.0107,0.0201,0.0235,0.132,-0.072,0.002,0.0054,0.0024,0.0107,0.0027,-1.00E-03,0.0039,-1.00E-03,6.00E-04,-0.002,0.0144,0.0103,-0.004,0.0188,-0.005,-0.005,0,-0.003,0.0028,0,-1.00E-03,0,8.00E-04,0.0047,0.0021,0.0022,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0032,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.002
447.5,0.0028,0.0067,0.0054,-0.002,0.0108,0.02,0.0234,0.1314,-0.071,0.0021,0.0055,0.0024,0.0108,0.0028,-1.00E-03,0.0038,-1.00E-03,4.00E-04,-0.002,0.0142,0.0101,-0.004,0.0188,-0.005,-0.005,0,-0.003,0.0027,0,-1.00E-03,0,8.00E-04,0.0048,0.0021,0.0022,2.00E-04,-0.002,-0.002,-0.002,-0.002,0.0032,0.0014,0,-0.003,-1.00E-03,-1.00E-03,0.002
448,0.0028,0.0066,0.0053,-0.002,0.0107,0.0199,0.0233,0.1307,-0.07,0.0019,0.0052,0.0023,0.0107,0.0027,-1.00E-03,0.0037,-1.00E-03,4.00E-04,-0.002,0.0141,0.0099,-0.004,0.0185,-0.005,-0.005,0,-0.003,0.0027,0,-1.00E-03,0,7.00E-04,0.0045,0.002,0.0022,2.00E-04,-0.002,-0.002,-0.002,-0.002,0.003,0.0011,0,-0.003,-1.00E-03,-1.00E-03,0.0019
448.5,0.0028,0.0066,0.0054,-0.002,0.0107,0.0198,0.0232,0.1301,-0.068,0.0019,0,0.0025,0.0107,0.0028,-1.00E-03,0.0036,-1.00E-03,4.00E-04,-0.002,0.0138,0.0098,-0.004,0.0183,-0.005,-0.005,-1.00E-03,-0.003,0.0026,0,-1.00E-03,0,8.00E-04,0.0047,0.0021,0.0022,2.00E-04,-0.002,-0.002,-0.002,-0.002,0.0031,0.0013,0,-0.003,-1.00E-03,-1.00E-03,0.002
449,0.0025,0.0066,0.0052,-0.002,0.0106,0.0197,0.0232,0.1293,-0.065,0.0019,0,0.0024,0.0106,0.0027,-1.00E-03,0.0035,-1.00E-03,4.00E-04,-0.002,0.0137,0.0096,-0.004,0.018,-0.005,-0.005,-1.00E-03,-0.003,0.0027,-1.00E-03,-1.00E-03,0,8.00E-04,0.0046,0.0019,0.002,1.00E-04,-0.002,-0.002,-0.002,-0.002,0.0029,0.0011,0,-0.003,-1.00E-03,-1.00E-03,0.0019
449.5,0.0027,0.0065,0.0051,-0.002,0.0106,0.0196,0.0231,0.1289,-0.061,0.002,0,0.0025,0.0106,0.0028,-1.00E-03,0.0037,-1.00E-03,5.00E-04,-0.002,0.0136,0.0096,-0.004,0.018,-0.005,-0.005,0,-0.003,0.0028,0,-1.00E-03,0,9.00E-04,0.0045,0.002,0.0023,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0031,0.0012,0,-0.003,-1.00E-03,-1.00E-03,0.002
450,0.0026,0.0063,0.005,-0.002,0.0105,0.0193,0.0228,0.1279,-0.059,0.0018,0,0.0024,0.0105,0.0026,-1.00E-03,0.0034,-1.00E-03,3.00E-04,-0.002,0.0132,0.0092,-0.004,0.0177,-0.005,-0.005,-1.00E-03,-0.003,0.0025,-1.00E-03,-1.00E-03,0,7.00E-04,0.0044,0.0019,0.002,1.00E-04,-0.002,-0.002,-0.002,-0.002,0.0028,0.0011,0,-0.003,-1.00E-03,-1.00E-03,0.0018
